Season,TeamID,Wins,Loses,WinPCT,PointsScored,PointsAllowed,PPG,APG
1985,1299,16,8,0.6666666666666666,1703,1619,70.95833333333333,67.45833333333333
1985,1301,20,9,0.6896551724137931,2146,1893,74.0,65.27586206896552
1985,1304,12,13,0.48,1754,1723,70.16,68.92
1985,1305,19,9,0.6785714285714286,2185,2095,78.03571428571429,74.82142857142857
1985,1306,7,22,0.2413793103448276,1701,1911,58.6551724137931,65.89655172413794
1985,1307,17,12,0.5862068965517241,2020,1933,69.65517241379311,66.65517241379311
1985,1308,7,20,0.25925925925925924,1867,2061,69.14814814814815,76.33333333333333
1985,1309,10,19,0.3448275862068966,1910,2057,65.86206896551724,70.93103448275862
1985,1310,15,12,0.5555555555555556,1881,1877,69.66666666666667,69.51851851851852
1985,1311,15,8,0.6521739130434783,1658,1540,72.08695652173913,66.95652173913044
1985,1314,23,8,0.7419354838709677,2317,2080,74.74193548387096,67.09677419354838
1985,1317,4,22,0.15384615384615385,1640,2008,63.07692307692308,77.23076923076923
1985,1318,20,8,0.7142857142857143,2159,1941,77.10714285714286,69.32142857142857
1985,1319,14,12,0.5384615384615384,1775,1818,68.26923076923077,69.92307692307692
1985,1320,8,16,0.3333333333333333,1530,1652,63.75,68.83333333333333
1985,1321,4,22,0.15384615384615385,1433,1721,55.11538461538461,66.1923076923077
1985,1322,1,23,0.041666666666666664,1596,1949,66.5,81.20833333333333
1985,1323,20,8,0.7142857142857143,1956,1744,69.85714285714286,62.285714285714285
1985,1325,20,7,0.7407407407407407,1824,1701,67.55555555555556,63.0
1985,1326,19,9,0.6785714285714286,2178,2047,77.78571428571429,73.10714285714286
1985,1327,3,19,0.13636363636363635,1442,1660,65.54545454545455,75.45454545454545
1985,1328,25,5,0.8333333333333334,2695,2296,89.83333333333333,76.53333333333333
1985,1329,11,15,0.4230769230769231,1926,1944,74.07692307692308,74.76923076923077
1985,1330,18,11,0.6206896551724138,2126,2069,73.3103448275862,71.34482758620689
1985,1331,14,15,0.4827586206896552,2157,2121,74.37931034482759,73.13793103448276
1985,1332,13,16,0.4482758620689655,1790,1824,61.724137931034484,62.89655172413793
1985,1333,21,8,0.7241379310344828,1795,1660,61.89655172413793,57.241379310344826
1985,1334,7,19,0.2692307692307692,1646,1883,63.30769230769231,72.42307692307692
1985,1335,13,13,0.5,1777,1749,68.34615384615384,67.26923076923077
1985,1336,5,19,0.20833333333333334,1526,1724,63.583333333333336,71.83333333333333
1985,1337,20,7,0.7407407407407407,2043,1897,75.66666666666667,70.25925925925925
1985,1338,15,11,0.5769230769230769,1826,1759,70.23076923076923,67.65384615384616
1985,1339,10,14,0.4166666666666667,1474,1569,61.416666666666664,65.375
1985,1341,5,21,0.19230769230769232,1771,2032,68.11538461538461,78.15384615384616
1985,1343,9,15,0.375,1262,1355,52.583333333333336,56.458333333333336
1985,1344,10,19,0.3448275862068966,1890,2089,65.17241379310344,72.03448275862068
1985,1345,17,8,0.68,1728,1633,69.12,65.32
1985,1347,14,12,0.5384615384615384,1731,1702,66.57692307692308,65.46153846153847
1985,1348,6,20,0.23076923076923078,1629,1819,62.65384615384615,69.96153846153847
1985,1349,8,16,0.3333333333333333,1518,1665,63.25,69.375
1985,1350,19,10,0.6551724137931034,2005,1811,69.13793103448276,62.44827586206897
1985,1351,11,15,0.4230769230769231,1792,1900,68.92307692307692,73.07692307692308
1985,1352,7,19,0.2692307692307692,1701,1870,65.42307692307692,71.92307692307692
1985,1353,16,14,0.5333333333333333,2190,2143,73.0,71.43333333333334
1985,1354,9,15,0.375,1637,1723,68.20833333333333,71.79166666666667
1985,1356,12,14,0.46153846153846156,1892,1888,72.76923076923077,72.61538461538461
1985,1359,15,11,0.5769230769230769,1959,1877,75.34615384615384,72.1923076923077
1985,1360,12,11,0.5217391304347826,1395,1416,60.65217391304348,61.56521739130435
1985,1361,23,7,0.7666666666666667,2423,2165,80.76666666666667,72.16666666666667
1985,1363,14,13,0.5185185185185185,1883,1818,69.74074074074075,67.33333333333333
1985,1364,10,16,0.38461538461538464,1760,1832,67.6923076923077,70.46153846153847
1985,1365,16,8,0.6666666666666666,1730,1583,72.08333333333333,65.95833333333333
1985,1368,15,8,0.6521739130434783,1664,1599,72.34782608695652,69.52173913043478
1985,1371,7,18,0.28,1793,1912,71.72,76.48
1985,1373,20,7,0.7407407407407407,1912,1746,70.81481481481481,64.66666666666667
1985,1374,22,8,0.7333333333333333,2279,2019,75.96666666666667,67.3
1985,1375,14,13,0.5185185185185185,2054,1919,76.07407407407408,71.07407407407408
1985,1376,13,13,0.5,1908,1929,73.38461538461539,74.1923076923077
1985,1378,17,11,0.6071428571428571,1912,1769,68.28571428571429,63.17857142857143
1985,1379,5,20,0.2,1685,1828,67.4,73.12
1985,1380,18,10,0.6428571428571429,2374,2175,84.78571428571429,77.67857142857143
1985,1382,12,15,0.4444444444444444,1738,1753,64.37037037037037,64.92592592592592
1985,1383,3,21,0.125,1358,1592,56.583333333333336,66.33333333333333
1985,1384,8,18,0.3076923076923077,1976,2134,76.0,82.07692307692308
1985,1385,27,3,0.9,2284,1932,76.13333333333334,64.4
1985,1386,18,11,0.6206896551724138,1879,1773,64.79310344827586,61.13793103448276
1985,1387,10,15,0.4,1577,1604,63.08,64.16
1985,1388,11,12,0.4782608695652174,1501,1461,65.26086956521739,63.52173913043478
1985,1389,14,14,0.5,1783,1756,63.67857142857143,62.714285714285715
1985,1390,7,17,0.2916666666666667,1560,1676,65.0,69.83333333333333
1985,1391,10,14,0.4166666666666667,1573,1726,65.54166666666667,71.91666666666667
1985,1393,21,8,0.7241379310344828,2140,1969,73.79310344827586,67.89655172413794
1985,1395,13,12,0.52,1670,1623,66.8,64.92
1985,1396,24,5,0.8275862068965517,1903,1672,65.62068965517241,57.6551724137931
1985,1397,18,14,0.5625,2393,2321,74.78125,72.53125
1985,1398,7,19,0.2692307692307692,1681,1834,64.65384615384616,70.53846153846153
1985,1399,15,8,0.6521739130434783,1605,1531,69.78260869565217,66.56521739130434
1985,1400,12,13,0.48,1610,1616,64.4,64.64
1985,1401,17,9,0.6538461538461539,1778,1671,68.38461538461539,64.26923076923077
1985,1402,6,19,0.24,1584,1851,63.36,74.04
1985,1403,22,7,0.7586206896551724,2004,1825,69.10344827586206,62.93103448275862
1985,1405,15,12,0.5555555555555556,1873,1829,69.37037037037037,67.74074074074075
1985,1406,5,20,0.2,1627,1846,65.08,73.84
1985,1408,14,13,0.5185185185185185,1676,1642,62.074074074074076,60.81481481481482
1985,1409,22,7,0.7586206896551724,2327,2098,80.24137931034483,72.34482758620689
1985,1410,8,16,0.3333333333333333,1585,1653,66.04166666666667,68.875
1985,1411,10,16,0.38461538461538464,1841,1843,70.8076923076923,70.88461538461539
1985,1412,22,8,0.7333333333333333,1981,1851,66.03333333333333,61.7
1985,1414,11,17,0.39285714285714285,2157,2232,77.03571428571429,79.71428571428571
1985,1416,9,17,0.34615384615384615,1583,1828,60.88461538461539,70.3076923076923
1985,1417,15,12,0.5555555555555556,1854,1748,68.66666666666667,64.74074074074075
1985,1418,14,13,0.5185185185185185,2011,1867,74.48148148148148,69.14814814814815
1985,1419,15,12,0.5555555555555556,1965,1867,72.77777777777777,69.14814814814815
1985,1423,9,16,0.36,1631,1737,65.24,69.48
1985,1424,27,3,0.9,2480,2177,82.66666666666667,72.56666666666666
1985,1425,19,9,0.6785714285714286,1915,1809,68.39285714285714,64.60714285714286
1985,1426,9,16,0.36,1806,2010,72.24,80.4
1985,1427,16,9,0.64,1881,1775,75.24,71.0
1985,1428,14,16,0.4666666666666667,2132,2179,71.06666666666666,72.63333333333334
1985,1429,16,11,0.5925925925925926,2265,2251,83.88888888888889,83.37037037037037
1985,1431,20,9,0.6896551724137931,2134,1916,73.58620689655173,66.06896551724138
1985,1432,11,12,0.4782608695652174,1460,1446,63.47826086956522,62.869565217391305
1985,1433,25,5,0.8333333333333334,2173,1877,72.43333333333334,62.56666666666667
1985,1434,5,19,0.20833333333333334,1515,1778,63.125,74.08333333333333
1985,1435,11,17,0.39285714285714285,1973,2027,70.46428571428571,72.39285714285714
1985,1436,6,19,0.24,1462,1748,58.48,69.92
1985,1437,19,10,0.6551724137931034,2073,1937,71.48275862068965,66.79310344827586
1985,1438,13,15,0.4642857142857143,1690,1697,60.357142857142854,60.607142857142854
1985,1439,19,8,0.7037037037037037,2191,1868,81.14814814814815,69.18518518518519
1985,1440,12,14,0.46153846153846156,1540,1594,59.23076923076923,61.30769230769231
1985,1441,11,14,0.44,1802,1801,72.08,72.04
1985,1442,11,13,0.4583333333333333,1632,1693,68.0,70.54166666666667
1985,1443,13,14,0.48148148148148145,1889,1783,69.96296296296296,66.03703703703704
1985,1444,9,16,0.36,1862,1963,74.48,78.52
1985,1446,7,17,0.2916666666666667,1674,1822,69.75,75.91666666666667
1985,1447,8,16,0.3333333333333333,1760,1872,73.33333333333333,78.0
1985,1448,14,13,0.5185185185185185,1943,1850,71.96296296296296,68.51851851851852
1985,1449,22,9,0.7096774193548387,2019,1816,65.12903225806451,58.58064516129032
1985,1450,11,15,0.4230769230769231,1656,1738,63.69230769230769,66.84615384615384
1985,1451,17,9,0.6538461538461539,2036,1817,78.3076923076923,69.88461538461539
1985,1452,18,8,0.6923076923076923,1784,1677,68.61538461538461,64.5
1985,1453,2,22,0.08333333333333333,1438,1642,59.916666666666664,68.41666666666667
1985,1455,17,12,0.5862068965517241,2236,2084,77.10344827586206,71.86206896551724
1985,1456,15,12,0.5555555555555556,1777,1784,65.81481481481481,66.07407407407408
1985,1458,12,14,0.46153846153846156,1783,1883,68.57692307692308,72.42307692307692
1985,1461,12,14,0.46153846153846156,1653,1704,63.57692307692308,65.53846153846153
1985,1462,15,13,0.5357142857142857,2009,1965,71.75,70.17857142857143
1985,1463,11,12,0.4782608695652174,1550,1670,67.3913043478261,72.6086956521739
1985,1464,16,11,0.5925925925925926,1860,1818,68.88888888888889,67.33333333333333
1986,1102,6,19,0.24,1464,1642,58.56,65.68
1986,1103,18,7,0.72,1825,1719,73.0,68.76
1986,1104,22,8,0.7333333333333333,2257,2019,75.23333333333333,67.3
1986,1106,8,16,0.3333333333333333,1892,2018,78.83333333333333,84.08333333333333
1986,1108,14,11,0.56,1893,1872,75.72,74.88
1986,1109,5,19,0.20833333333333334,2169,2477,90.375,103.20833333333333
1986,1110,7,18,0.28,1685,1880,67.4,75.2
1986,1111,13,12,0.52,1561,1660,62.44,66.4
1986,1112,21,8,0.7241379310344828,1972,1794,68.0,61.86206896551724
1986,1113,11,14,0.44,1713,1797,68.52,71.88
1986,1114,21,9,0.7,2398,2190,79.93333333333334,73.0
1986,1116,12,16,0.42857142857142855,1955,1983,69.82142857142857,70.82142857142857
1986,1117,14,11,0.56,1712,1702,68.48,68.08
1986,1119,8,18,0.3076923076923077,1562,1705,60.07692307692308,65.57692307692308
1986,1120,17,10,0.6296296296296297,1934,1797,71.62962962962963,66.55555555555556
1986,1121,8,17,0.32,1635,1750,65.4,70.0
1986,1122,12,14,0.46153846153846156,1796,1890,69.07692307692308,72.6923076923077
1986,1123,20,9,0.6896551724137931,2126,2033,73.3103448275862,70.10344827586206
1986,1124,7,16,0.30434782608695654,1290,1431,56.08695652173913,62.21739130434783
1986,1126,7,22,0.2413793103448276,2000,2290,68.96551724137932,78.96551724137932
1986,1129,10,15,0.4,1610,1706,64.4,68.24
1986,1130,12,15,0.4444444444444444,1956,1978,72.44444444444444,73.25925925925925
1986,1131,20,9,0.6896551724137931,2022,1883,69.72413793103448,64.93103448275862
1986,1132,7,19,0.2692307692307692,1767,1955,67.96153846153847,75.1923076923077
1986,1133,30,2,0.9375,2279,2033,71.21875,63.53125
1986,1134,6,21,0.2222222222222222,1841,2115,68.18518518518519,78.33333333333333
1986,1135,14,10,0.5833333333333334,1759,1763,73.29166666666667,73.45833333333333
1986,1137,13,12,0.52,1700,1762,68.0,70.48
1986,1139,5,19,0.20833333333333334,1555,1726,64.79166666666667,71.91666666666667
1986,1140,16,13,0.5517241379310345,2100,2039,72.41379310344827,70.3103448275862
1986,1141,8,17,0.32,1626,1733,65.04,69.32
1986,1143,17,9,0.6538461538461539,1743,1663,67.03846153846153,63.96153846153846
1986,1144,5,18,0.21739130434782608,1334,1517,58.0,65.95652173913044
1986,1145,19,8,0.7037037037037037,1757,1655,65.07407407407408,61.2962962962963
1986,1147,10,17,0.37037037037037035,1937,2060,71.74074074074075,76.29629629629629
1986,1149,15,9,0.625,1763,1699,73.45833333333333,70.79166666666667
1986,1150,5,20,0.2,1702,1895,68.08,75.8
1986,1151,18,9,0.6666666666666666,1888,1841,69.92592592592592,68.18518518518519
1986,1152,18,6,0.75,1821,1672,75.875,69.66666666666667
1986,1153,10,16,0.38461538461538464,1773,1892,68.1923076923077,72.76923076923077
1986,1154,8,16,0.3333333333333333,1718,1860,71.58333333333333,77.5
1986,1155,17,14,0.5483870967741935,2313,2086,74.61290322580645,67.29032258064517
1986,1156,24,3,0.8888888888888888,2385,1908,88.33333333333333,70.66666666666667
1986,1160,6,20,0.23076923076923078,1860,2104,71.53846153846153,80.92307692307692
1986,1161,8,18,0.3076923076923077,1629,1726,62.65384615384615,66.38461538461539
1986,1162,10,14,0.4166666666666667,1559,1519,64.95833333333333,63.291666666666664
1986,1163,11,16,0.4074074074074074,1817,1872,67.29629629629629,69.33333333333333
1986,1164,8,17,0.32,1559,1735,62.36,69.4
1986,1165,13,12,0.52,1551,1523,62.04,60.92
1986,1166,9,16,0.36,1457,1577,58.28,63.08
1986,1168,14,15,0.4827586206896552,1979,1954,68.24137931034483,67.37931034482759
1986,1171,8,14,0.36363636363636365,1350,1445,61.36363636363637,65.68181818181819
1986,1172,16,10,0.6153846153846154,1773,1654,68.1923076923077,63.61538461538461
1986,1173,17,12,0.5862068965517241,2067,1957,71.27586206896552,67.48275862068965
1986,1174,8,15,0.34782608695652173,1684,1775,73.21739130434783,77.17391304347827
1986,1175,10,17,0.37037037037037035,1784,1842,66.07407407407408,68.22222222222223
1986,1177,16,12,0.5714285714285714,1940,1838,69.28571428571429,65.64285714285714
1986,1178,11,15,0.4230769230769231,1703,1761,65.5,67.73076923076923
1986,1179,16,10,0.6153846153846154,1681,1654,64.65384615384616,63.61538461538461
1986,1180,16,10,0.6153846153846154,1950,1900,75.0,73.07692307692308
1986,1181,32,2,0.9411764705882353,2732,2292,80.3529411764706,67.41176470588235
1986,1182,14,14,0.5,1970,1945,70.35714285714286,69.46428571428571
1986,1183,15,13,0.5357142857142857,2049,2031,73.17857142857143,72.53571428571429
1986,1184,6,18,0.25,1545,1636,64.375,68.16666666666667
1986,1185,8,18,0.3076923076923077,1813,1935,69.73076923076923,74.42307692307692
1986,1186,16,8,0.6666666666666666,1664,1586,69.33333333333333,66.08333333333333
1986,1187,8,16,0.3333333333333333,1444,1618,60.166666666666664,67.41666666666667
1986,1190,11,16,0.4074074074074074,2020,2071,74.81481481481481,76.70370370370371
1986,1191,7,19,0.2692307692307692,1624,1758,62.46153846153846,67.61538461538461
1986,1192,18,8,0.6923076923076923,1911,1767,73.5,67.96153846153847
1986,1193,23,6,0.7931034482758621,1902,1788,65.58620689655173,61.6551724137931
1986,1196,16,12,0.5714285714285714,1984,1870,70.85714285714286,66.78571428571429
1986,1197,9,16,0.36,1874,1956,74.96,78.24
1986,1199,9,17,0.34615384615384615,1979,2137,76.11538461538461,82.1923076923077
1986,1200,13,16,0.4482758620689655,1789,1805,61.689655172413794,62.241379310344826
1986,1201,13,15,0.4642857142857143,1588,1666,56.714285714285715,59.5
1986,1202,6,17,0.2608695652173913,1461,1623,63.52173913043478,70.56521739130434
1986,1203,9,16,0.36,1725,1846,69.0,73.84
1986,1204,11,13,0.4583333333333333,1536,1494,64.0,62.25
1986,1206,18,11,0.6206896551724138,2046,1930,70.55172413793103,66.55172413793103
1986,1207,20,7,0.7407407407407407,2087,1770,77.29629629629629,65.55555555555556
1986,1208,16,12,0.5714285714285714,2176,2005,77.71428571428571,71.60714285714286
1986,1209,7,17,0.2916666666666667,1799,2053,74.95833333333333,85.54166666666667
1986,1210,24,6,0.8,2236,1918,74.53333333333333,63.93333333333333
1986,1211,12,12,0.5,1593,1577,66.375,65.70833333333333
1986,1212,10,12,0.45454545454545453,1355,1504,61.59090909090909,68.36363636363636
1986,1215,12,12,0.5,1699,1660,70.79166666666667,69.16666666666667
